,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,7.0,496725.44,0.0,10.53,2.58,189.3816974,9.014,
2010-02-12,7.0,524104.92,1.0,25.9,2.572,189.4642725,9.014,
2010-02-19,7.0,506760.54,0.0,27.28,2.55,189.5340998,9.014,
2010-02-26,7.0,496083.24,0.0,24.91,2.586,189.6018023,9.014,
2010-03-05,7.0,491419.55,0.0,35.86,2.62,189.6695049,9.014,
2010-03-12,7.0,480452.1,0.0,27.25,2.684,189.7372075,9.014,
2010-03-19,7.0,574450.23,0.0,29.04,2.692,189.734262,9.014,
2010-03-26,7.0,514731.6,0.0,23.33,2.717,189.7195417,9.014,
2010-04-02,7.0,561145.14,0.0,38.26,2.725,189.7048215,8.963,
2010-04-09,7.0,484263.25,0.0,33.79,2.75,189.6901012,8.963,
2010-04-16,7.0,406228.19,0.0,41.89,2.765,189.6628845,8.963,
2010-04-23,7.0,404751.25,0.0,43.07,2.776,189.6190057,8.963,
2010-04-30,7.0,373655.61,0.0,38.99,2.766,189.575127,8.963,
2010-05-07,7.0,395453.83,0.0,40.07,2.771,189.5312483,8.963,
2010-05-14,7.0,372673.61,0.0,41.41,2.788,189.4904116,8.963,
2010-05-21,7.0,395195.65,0.0,46.6,2.776,189.467827,8.963,
2010-05-28,7.0,442734.55,0.0,54.24,2.737,189.4452425,8.963,
2010-06-04,7.0,509183.22,0.0,53.63,2.7,189.422658,8.963,
2010-06-11,7.0,498580.87,0.0,63.59,2.684,189.4000734,8.963,
2010-06-18,7.0,481144.09,0.0,52.7,2.674,189.4185259,8.963,
2010-06-25,7.0,553714.87,0.0,59.94,2.715,189.4533931,8.963,
2010-07-02,7.0,575570.77,0.0,61.31,2.728,189.4882603,9.017,
2010-07-09,7.0,593462.34,0.0,58.0,2.711,189.5231276,9.017,
2010-07-16,7.0,557166.35,0.0,62.19,2.699,189.6125456,9.017,
2010-07-23,7.0,570231.21,0.0,64.64,2.691,189.774698,9.017,
2010-07-30,7.0,603547.16,0.0,66.07,2.69,189.9368504,9.017,
2010-08-06,7.0,643854.17,0.0,61.7,2.69,190.0990028,9.017,
2010-08-13,7.0,598185.4,0.0,60.13,2.723,190.2611552,9.017,
2010-08-20,7.0,582353.17,0.0,59.59,2.732,190.2948237,9.017,
2010-08-27,7.0,554309.24,0.0,57.57,2.731,190.3284922,9.017,
2010-09-03,7.0,532765.05,0.0,49.84,2.773,190.3621607,9.017,
2010-09-10,7.0,535769.32,1.0,48.5,2.78,190.3958293,9.017,
2010-09-17,7.0,489408.53,0.0,48.56,2.8,190.4688287,9.017,
2010-09-24,7.0,488008.83,0.0,47.55,2.793,190.5713264,9.017,
2010-10-01,7.0,448998.73,0.0,49.99,2.759,190.6738241,9.137,
2010-10-08,7.0,480239.88,0.0,44.13,2.745,190.7763218,9.137,
2010-10-15,7.0,463370.48,0.0,35.86,2.762,190.8623087,9.137,
2010-10-22,7.0,472450.81,0.0,36.84,2.762,190.9070184,9.137,
2010-10-29,7.0,465493.15,0.0,34.78,2.748,190.951728,9.137,
2010-11-05,7.0,480512.44,0.0,49.44,2.729,190.9964377,9.137,
2010-11-12,7.0,507584.29,0.0,22.12,2.737,191.0411474,9.137,
2010-11-19,7.0,482528.36,0.0,25.56,2.758,191.0312172,9.137,
2010-11-26,7.0,835189.26,1.0,17.95,2.742,191.0121805,9.137,
2010-12-03,7.0,552811.62,0.0,21.88,2.712,190.9931437,9.137,
2010-12-10,7.0,599730.07,0.0,24.24,2.728,190.9741069,9.137,
2010-12-17,7.0,716388.81,0.0,20.74,2.778,191.0303376,9.137,
2010-12-24,7.0,1045124.88,0.0,26.04,2.781,191.1430189,9.137,
2010-12-31,7.0,729572.08,1.0,13.76,2.829,191.2557002,9.137,
2011-01-07,7.0,661163.94,0.0,10.09,2.882,191.3683815,8.818,
2011-01-14,7.0,547384.9,0.0,11.32,2.911,191.4784939,8.818,
2011-01-21,7.0,521539.46,0.0,25.4,2.973,191.5731924,8.818,
2011-01-28,7.0,513372.17,0.0,10.11,3.008,191.667891,8.818,
2011-02-04,7.0,558027.77,0.0,-2.06,3.011,191.7625895,8.818,
2011-02-11,7.0,559903.13,1.0,10.24,3.037,191.8572881,8.818,
2011-02-18,7.0,572387.47,0.0,17.3,3.051,191.9178331,8.818,
2011-02-25,7.0,546690.84,0.0,17.46,3.101,191.9647167,8.818,
2011-03-04,7.0,551378.39,0.0,21.84,3.232,192.0116004,8.818,
2011-03-11,7.0,558963.83,0.0,20.7,3.372,192.058484,8.818,
2011-03-18,7.0,635014.69,0.0,27.69,3.406,192.1237981,8.818,
2011-03-25,7.0,559061.58,0.0,25.69,3.414,192.1964844,8.818,
2011-04-01,7.0,513409.67,0.0,24.83,3.461,192.2691707,8.595,
2011-04-08,7.0,500552.16,0.0,30.64,3.532,192.3418571,8.595,
2011-04-15,7.0,423380.14,0.0,27.79,3.611,192.4225954,8.595,
2011-04-22,7.0,466594.89,0.0,31.84,3.636,192.5234638,8.595,
2011-04-29,7.0,410429.73,0.0,26.79,3.663,192.6243322,8.595,
2011-05-06,7.0,407012.47,0.0,26.54,3.735,192.7252006,8.595,
2011-05-13,7.0,414094.05,0.0,36.61,3.767,192.826069,8.595,
2011-05-20,7.0,424670.98,0.0,36.16,3.828,192.831317,8.595,
2011-05-27,7.0,457216.87,0.0,37.51,3.795,192.8365651,8.595,
2011-06-03,7.0,542295.37,0.0,45.77,3.763,192.8418131,8.595,
2011-06-10,7.0,621099.95,0.0,53.3,3.735,192.8470612,8.595,
2011-06-17,7.0,610991.35,0.0,48.79,3.697,192.9034759,8.595,
2011-06-24,7.0,640043.97,0.0,46.85,3.661,192.9982655,8.595,
2011-07-01,7.0,704344.21,0.0,58.54,3.597,193.0930552,8.622,
2011-07-08,7.0,761793.94,0.0,59.08,3.54,193.1878448,8.622,
2011-07-15,7.0,642748.21,0.0,54.37,3.532,193.3125484,8.622,
2011-07-22,7.0,688043.96,0.0,56.22,3.545,193.5120367,8.622,
2011-07-29,7.0,653382.62,0.0,56.66,3.547,193.711525,8.622,
2011-08-05,7.0,695392.84,0.0,55.91,3.554,193.9110133,8.622,
2011-08-12,7.0,670670.46,0.0,54.56,3.542,194.1105017,8.622,
2011-08-19,7.0,645156.21,0.0,56.06,3.499,194.2500634,8.622,
2011-08-26,7.0,629994.47,0.0,57.6,3.485,194.3796374,8.622,
2011-09-02,7.0,592355.24,0.0,53.4,3.511,194.5092113,8.622,
2011-09-09,7.0,613135.23,1.0,45.61,3.566,194.6387853,8.622,
2011-09-16,7.0,558981.45,0.0,43.67,3.596,194.7419707,8.622,
2011-09-23,7.0,536144.81,0.0,43.67,3.581,194.8099713,8.622,
2011-09-30,7.0,488880.26,0.0,47.34,3.538,194.8779718,8.622,
2011-10-07,7.0,525866.36,0.0,40.65,3.498,194.9459724,8.513,
2011-10-14,7.0,501959.19,0.0,32.65,3.491,195.0261012,8.513,
2011-10-21,7.0,558691.43,0.0,37.49,3.548,195.1789994,8.513,
2011-10-28,7.0,527339.52,0.0,28.82,3.55,195.3318977,8.513,
2011-11-04,7.0,564536.01,0.0,23.41,3.527,195.4847959,8.513,
2011-11-11,7.0,556015.59,0.0,19.53,3.505,195.6376941,8.513,
2011-11-18,7.0,539826.56,0.0,29.53,3.479,195.7184713,8.513,
2011-11-25,7.0,949075.87,1.0,27.6,3.424,195.7704,8.513,
2011-12-02,7.0,591907.88,0.0,20.38,3.378,195.8223287,8.513,
2011-12-09,7.0,653845.45,0.0,11.17,3.331,195.8742575,8.513,
2011-12-16,7.0,720242.19,0.0,15.2,3.266,195.9841685,8.513,
2011-12-23,7.0,1059715.27,0.0,12.19,3.173,196.1713893,8.513,
2011-12-30,7.0,815915.52,1.0,15.56,3.119,196.3586101,8.513,
2012-01-06,7.0,713117.66,0.0,18.67,3.095,196.5458309,8.256,
2012-01-13,7.0,593875.46,0.0,7.46,3.077,196.7330517,8.256,
2012-01-20,7.0,578002.85,0.0,27.41,3.055,196.7796652,8.256,
2012-01-27,7.0,541037.98,0.0,26.9,3.038,196.8262786,8.256,
2012-02-03,7.0,580453.32,0.0,22.2,3.031,196.8728921,8.256,
2012-02-10,7.0,563460.77,1.0,18.79,3.103,196.9195056,8.256,
2012-02-17,7.0,620908.18,0.0,27.03,3.113,196.9432711,8.256,
2012-02-24,7.0,603041.14,0.0,24.41,3.129,196.9499007,8.256,
2012-03-02,7.0,551058.13,0.0,21.64,3.191,196.9565303,8.256,
2012-03-09,7.0,579166.5,0.0,30.1,3.286,196.9631599,8.256,
2012-03-16,7.0,669205.73,0.0,37.29,3.486,197.0457208,8.256,
2012-03-23,7.0,615997.29,0.0,35.06,3.664,197.2295234,8.256,
2012-03-30,7.0,583322.2,0.0,44.99,3.75,197.4133259,8.256,
2012-04-06,7.0,621425.98,0.0,44.29,3.854,197.5971285,8.09,
2012-04-13,7.0,517420.23,0.0,41.43,3.901,197.780931,8.09,
2012-04-20,7.0,457340.06,0.0,39.3,3.936,197.7227385,8.09,
2012-04-27,7.0,467827.75,0.0,51.49,3.927,197.664546,8.09,
2012-05-04,7.0,465198.89,0.0,45.38,3.903,197.6063534,8.09,
2012-05-11,7.0,460397.41,0.0,48.54,3.87,197.5481609,8.09,
2012-05-18,7.0,468428.3,0.0,49.41,3.837,197.5553137,8.09,
2012-05-25,7.0,532739.77,0.0,50.6,3.804,197.5886046,8.09,
2012-06-01,7.0,598495.02,0.0,55.06,3.764,197.6218954,8.09,
2012-06-08,7.0,642963.75,0.0,63.07,3.741,197.6551863,8.09,
2012-06-15,7.0,666942.02,0.0,59.33,3.723,197.692292,8.09,
2012-06-22,7.0,687344.68,0.0,63.69,3.735,197.7389345,8.09,
2012-06-29,7.0,704335.41,0.0,68.84,3.693,197.785577,8.09,
2012-07-06,7.0,805642.61,0.0,64.67,3.646,197.8322195,7.872,
2012-07-13,7.0,694150.89,0.0,64.21,3.613,197.8788621,7.872,
2012-07-20,7.0,686345.69,0.0,62.87,3.585,197.9290378,7.872,
2012-07-27,7.0,686365.4,0.0,64.6,3.57,197.9792136,7.872,
2012-08-03,7.0,680954.81,0.0,61.83,3.528,198.0293893,7.872,
2012-08-10,7.0,675926.3,0.0,63.41,3.509,198.0795651,7.872,
2012-08-17,7.0,642450.4,0.0,59.66,3.545,198.1001057,7.872,
2012-08-24,7.0,609099.37,0.0,59.27,3.558,198.0984199,7.872,
2012-08-31,7.0,586467.16,0.0,60.46,3.556,198.0967341,7.872,
2012-09-07,7.0,597876.55,1.0,57.84,3.596,198.0950484,7.872,
2012-09-14,7.0,541120.2,0.0,53.66,3.659,198.1267184,7.872,
2012-09-21,7.0,530842.25,0.0,51.77,3.765,198.358523,7.872,
2012-09-28,7.0,525545.76,0.0,50.64,3.789,198.5903276,7.872,
2012-10-05,7.0,505830.56,0.0,48.43,3.779,198.8221322,7.557,
