,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,27.0,1874289.79,0.0,27.19,2.954,135.3524608,8.237,
2010-02-12,27.0,1745362.72,1.0,29.81,2.94,135.4113076,8.237,
2010-02-19,27.0,1945070.33,0.0,32.44,2.909,135.4657781,8.237,
2010-02-26,27.0,1390934.27,0.0,36.0,2.91,135.5195191,8.237,
2010-03-05,27.0,1313729.72,0.0,38.07,2.919,135.5732602,8.237,
2010-03-12,27.0,1925113.12,0.0,45.98,2.938,135.6270013,8.237,
2010-03-19,27.0,1700627.97,0.0,49.04,2.96,135.6682247,8.237,
2010-03-26,27.0,1836714.84,0.0,52.34,2.963,135.7073618,8.237,
2010-04-02,27.0,2053952.97,0.0,46.9,2.957,135.7464988,8.058,
2010-04-09,27.0,1955814.13,0.0,62.62,2.992,135.7856359,8.058,
2010-04-16,27.0,1857500.96,0.0,54.95,3.01,135.82725,8.058,
2010-04-23,27.0,1850205.47,0.0,53.91,3.021,135.8721667,8.058,
2010-04-30,27.0,1805885.04,0.0,53.55,3.042,135.9170833,8.058,
2010-05-07,27.0,1939458.84,0.0,69.02,3.095,135.962,8.058,
2010-05-14,27.0,1842465.78,0.0,53.82,3.112,136.010394,8.058,
2010-05-21,27.0,1836595.58,0.0,63.31,3.096,136.0796521,8.058,
2010-05-28,27.0,1962468.67,0.0,67.88,3.046,136.1489101,8.058,
2010-06-04,27.0,2073102.59,0.0,74.29,3.006,136.2181682,8.058,
2010-06-11,27.0,1873812.93,0.0,68.9,2.972,136.2874263,8.058,
2010-06-18,27.0,1887182.27,0.0,70.0,2.942,136.3243393,8.058,
2010-06-25,27.0,1962625.01,0.0,78.02,2.958,136.3483143,8.058,
2010-07-02,27.0,2024554.1,0.0,76.25,2.958,136.3722893,7.982,
2010-07-09,27.0,2119163.01,0.0,82.69,2.94,136.3962643,7.982,
2010-07-16,27.0,1880691.64,0.0,78.26,2.933,136.4179827,7.982,
2010-07-23,27.0,1808250.71,0.0,81.56,2.924,136.4366924,7.982,
2010-07-30,27.0,1816489.53,0.0,79.78,2.932,136.4554021,7.982,
2010-08-06,27.0,1908036.68,0.0,77.45,2.942,136.4741118,7.982,
2010-08-13,27.0,1864436.12,0.0,77.36,2.923,136.4928214,7.982,
2010-08-20,27.0,1936878.46,0.0,75.16,2.913,136.5249182,7.982,
2010-08-27,27.0,1870684.21,0.0,70.31,2.885,136.557015,7.982,
2010-09-03,27.0,1908110.9,0.0,78.52,2.86,136.5891118,7.982,
2010-09-10,27.0,1913494.81,1.0,70.38,2.837,136.6212085,7.982,
2010-09-17,27.0,1629978.46,0.0,64.5,2.846,136.6338071,7.982,
2010-09-24,27.0,1597002.71,0.0,67.08,2.837,136.6317821,7.982,
2010-10-01,27.0,1543532.83,0.0,70.19,2.84,136.6297571,8.021,
2010-10-08,27.0,1707662.87,0.0,57.78,2.903,136.6277321,8.021,
2010-10-15,27.0,1728388.2,0.0,58.38,2.999,136.6401935,8.021,
2010-10-22,27.0,1693935.29,0.0,52.82,3.049,136.688871,8.021,
2010-10-29,27.0,1688955.49,0.0,61.02,3.055,136.7375484,8.021,
2010-11-05,27.0,1686010.02,0.0,45.91,3.049,136.7862258,8.021,
2010-11-12,27.0,1828010.25,0.0,45.9,3.065,136.8349032,8.021,
2010-11-19,27.0,1704785.74,0.0,50.81,3.138,136.7715714,8.021,
2010-11-26,27.0,2627910.75,1.0,46.67,3.186,136.6895714,8.021,
2010-12-03,27.0,1884343.67,0.0,41.81,3.2,136.6075714,8.021,
2010-12-10,27.0,2139733.68,0.0,30.83,3.255,136.5255714,8.021,
2010-12-17,27.0,2350098.36,0.0,31.62,3.301,136.5292811,8.021,
2010-12-24,27.0,3078162.08,0.0,31.34,3.309,136.597273,8.021,
2010-12-31,27.0,1440963.0,1.0,29.59,3.336,136.665265,8.021,
2011-01-07,27.0,1568159.48,0.0,34.42,3.351,136.7332569,7.827,
2011-01-14,27.0,1532308.62,0.0,25.7,3.367,136.803477,7.827,
2011-01-21,27.0,1517029.9,0.0,30.13,3.391,136.8870657,7.827,
2011-01-28,27.0,1421111.55,0.0,23.64,3.402,136.9706544,7.827,
2011-02-04,27.0,1628100.79,0.0,28.7,3.4,137.0542431,7.827,
2011-02-11,27.0,1636224.77,1.0,30.45,3.416,137.1378318,7.827,
2011-02-18,27.0,1709365.19,0.0,39.32,3.42,137.2511849,7.827,
2011-02-25,27.0,1688935.71,0.0,33.05,3.452,137.3764439,7.827,
2011-03-04,27.0,1656130.67,0.0,36.99,3.605,137.5017028,7.827,
2011-03-11,27.0,1613259.77,0.0,43.64,3.752,137.6269617,7.827,
2011-03-18,27.0,1624539.21,0.0,46.65,3.796,137.7398929,7.827,
2011-03-25,27.0,1554651.08,0.0,40.11,3.789,137.8478929,7.827,
2011-04-01,27.0,1628868.28,0.0,37.27,3.811,137.9558929,7.725,
2011-04-08,27.0,1689844.18,0.0,46.87,3.895,138.0638929,7.725,
2011-04-15,27.0,1727175.61,0.0,52.24,3.981,138.1646952,7.725,
2011-04-22,27.0,1921655.48,0.0,50.02,4.061,138.2475036,7.725,
2011-04-29,27.0,1642074.64,0.0,61.71,4.117,138.3303119,7.725,
2011-05-06,27.0,1757041.96,0.0,56.48,4.192,138.4131202,7.725,
2011-05-13,27.0,1763545.32,0.0,60.07,4.211,138.4959286,7.725,
2011-05-20,27.0,1725268.56,0.0,60.22,4.202,138.587106,7.725,
2011-05-27,27.0,1820723.17,0.0,66.43,4.134,138.6782834,7.725,
2011-06-03,27.0,2053708.01,0.0,74.17,4.069,138.7694608,7.725,
2011-06-10,27.0,1817914.71,0.0,73.26,4.025,138.8606382,7.725,
2011-06-17,27.0,1814740.09,0.0,67.03,3.989,139.0028333,7.725,
2011-06-24,27.0,1811455.15,0.0,72.02,3.964,139.1832917,7.725,
2011-07-01,27.0,1949983.93,0.0,73.76,3.916,139.36375,7.85,
2011-07-08,27.0,2000055.27,0.0,76.87,3.886,139.5442083,7.85,
2011-07-15,27.0,1762155.79,0.0,77.83,3.915,139.7006325,7.85,
2011-07-22,27.0,1754879.45,0.0,82.28,3.972,139.7969712,7.85,
2011-07-29,27.0,1744879.06,0.0,79.41,4.004,139.8933099,7.85,
2011-08-05,27.0,1747289.53,0.0,78.14,4.02,139.9896486,7.85,
2011-08-12,27.0,1758437.96,0.0,76.67,3.995,140.0859873,7.85,
2011-08-19,27.0,1781905.24,0.0,72.97,3.942,140.1289205,7.85,
2011-08-26,27.0,2034400.78,0.0,72.88,3.906,140.1629528,7.85,
2011-09-02,27.0,1511717.53,0.0,71.44,3.879,140.196985,7.85,
2011-09-09,27.0,1911470.84,1.0,70.93,3.93,140.2310173,7.85,
2011-09-16,27.0,1613773.9,0.0,69.65,3.937,140.2735,7.85,
2011-09-23,27.0,1606208.68,0.0,63.61,3.899,140.32725,7.85,
2011-09-30,27.0,1599626.26,0.0,70.92,3.858,140.381,7.85,
2011-10-07,27.0,1672339.27,0.0,56.91,3.775,140.43475,7.906,
2011-10-14,27.0,1682652.51,0.0,64.78,3.744,140.4784194,7.906,
2011-10-21,27.0,1689591.44,0.0,59.62,3.757,140.4616048,7.906,
2011-10-28,27.0,1710372.4,0.0,51.81,3.757,140.4447903,7.906,
2011-11-04,27.0,1621109.3,0.0,44.46,3.738,140.4279758,7.906,
2011-11-11,27.0,1800728.07,0.0,49.69,3.719,140.4111613,7.906,
2011-11-18,27.0,1723739.44,0.0,51.42,3.717,140.4127857,7.906,
2011-11-25,27.0,2504400.71,1.0,47.88,3.689,140.4217857,7.906,
2011-12-02,27.0,1806924.74,0.0,50.55,3.666,140.4307857,7.906,
2011-12-09,27.0,2014665.98,0.0,46.28,3.627,140.4397857,7.906,
2011-12-16,27.0,2205919.86,0.0,40.68,3.611,140.4700795,7.906,
2011-12-23,27.0,2739019.75,0.0,41.59,3.587,140.528765,7.906,
2011-12-30,27.0,1650604.6,1.0,37.85,3.566,140.5874505,7.906,
2012-01-06,27.0,1535287.4,0.0,35.8,3.585,140.6461359,8.009,
2012-01-13,27.0,1492399.13,0.0,41.3,3.666,140.7048214,8.009,
2012-01-20,27.0,1542131.05,0.0,30.35,3.705,140.8086118,8.009,
2012-01-27,27.0,1263534.86,0.0,36.96,3.737,140.9124021,8.009,
2012-02-03,27.0,1564246.02,0.0,42.52,3.796,141.0161924,8.009,
2012-02-10,27.0,1651605.35,1.0,37.86,3.826,141.1199827,8.009,
2012-02-17,27.0,1606221.56,0.0,37.24,3.874,141.2140357,8.009,
2012-02-24,27.0,1648602.39,0.0,41.74,3.917,141.3007857,8.009,
2012-03-02,27.0,1509323.09,0.0,40.07,3.983,141.3875357,8.009,
2012-03-09,27.0,1607343.41,0.0,44.32,4.021,141.4742857,8.009,
2012-03-16,27.0,1635984.07,0.0,49.6,4.021,141.55478,8.009,
2012-03-23,27.0,1620839.34,0.0,57.3,4.054,141.6269332,8.009,
2012-03-30,27.0,1615494.14,0.0,49.4,4.098,141.6990864,8.009,
2012-04-06,27.0,1899013.34,0.0,48.73,4.143,141.7712396,8.253,
2012-04-13,27.0,1650405.21,0.0,52.22,4.187,141.8433929,8.253,
2012-04-20,27.0,1639999.47,0.0,62.62,4.17,141.9015262,8.253,
2012-04-27,27.0,1565498.84,0.0,52.33,4.163,141.9596595,8.253,
2012-05-04,27.0,1669388.45,0.0,53.68,4.124,142.0177929,8.253,
2012-05-11,27.0,1674306.31,0.0,58.97,4.055,142.0759262,8.253,
2012-05-18,27.0,1707158.82,0.0,65.15,4.029,142.0970115,8.253,
2012-05-25,27.0,1818906.73,0.0,64.77,3.979,142.1032776,8.253,
2012-06-01,27.0,1900638.6,0.0,73.4,3.915,142.1095438,8.253,
2012-06-08,27.0,1764756.31,0.0,64.05,3.871,142.1158099,8.253,
2012-06-15,27.0,1773500.56,0.0,69.52,3.786,142.1292548,8.253,
2012-06-22,27.0,1837884.79,0.0,73.23,3.722,142.1606464,8.253,
2012-06-29,27.0,1842555.32,0.0,73.94,3.667,142.1920381,8.253,
