,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,5.0,317173.1,0.0,39.7,2.572,211.6539716,6.566,
2010-02-12,5.0,311825.7,1.0,39.81,2.548,211.8004698,6.566,
2010-02-19,5.0,303447.57,0.0,41.14,2.514,211.8471283,6.566,
2010-02-26,5.0,270281.63,0.0,46.7,2.561,211.8771468,6.566,
2010-03-05,5.0,288855.71,0.0,48.89,2.625,211.9071653,6.566,
2010-03-12,5.0,297293.59,0.0,58.5,2.667,211.9371839,6.566,
2010-03-19,5.0,281706.41,0.0,55.46,2.72,211.770897,6.566,
2010-03-26,5.0,273282.97,0.0,52.47,2.732,211.5718925,6.566,
2010-04-02,5.0,331406.0,0.0,63.18,2.719,211.372888,6.465,
2010-04-09,5.0,328020.49,0.0,65.19,2.77,211.1738835,6.465,
2010-04-16,5.0,306858.69,0.0,65.3,2.808,211.0388528,6.465,
2010-04-23,5.0,288839.73,0.0,65.13,2.795,210.9891204,6.465,
2010-04-30,5.0,298697.84,0.0,67.53,2.78,210.939388,6.465,
2010-05-07,5.0,333522.6,0.0,71.53,2.835,210.8896556,6.465,
2010-05-14,5.0,296673.77,0.0,74.79,2.854,210.8872772,6.465,
2010-05-21,5.0,301615.49,0.0,75.2,2.826,211.169023,6.465,
2010-05-28,5.0,310013.11,0.0,79.81,2.759,211.4507688,6.465,
2010-06-04,5.0,337825.89,0.0,79.54,2.705,211.7325146,6.465,
2010-06-11,5.0,296641.91,0.0,80.7,2.668,212.0142605,6.465,
2010-06-18,5.0,313795.6,0.0,83.91,2.637,212.0119769,6.465,
2010-06-25,5.0,295257.3,0.0,83.72,2.653,211.8960815,6.465,
2010-07-02,5.0,305993.27,0.0,81.25,2.669,211.7801861,6.496,
2010-07-09,5.0,291808.87,0.0,81.14,2.642,211.6642907,6.496,
2010-07-16,5.0,280701.7,0.0,83.98,2.623,211.6561123,6.496,
2010-07-23,5.0,274742.63,0.0,83.66,2.608,211.7915565,6.496,
2010-07-30,5.0,268929.03,0.0,82.46,2.64,211.9270006,6.496,
2010-08-06,5.0,303043.02,0.0,86.1,2.627,212.0624447,6.496,
2010-08-13,5.0,286477.35,0.0,87.41,2.692,212.1978889,6.496,
2010-08-20,5.0,287205.38,0.0,87.71,2.664,212.1608984,6.496,
2010-08-27,5.0,288519.75,0.0,87.05,2.619,212.123908,6.496,
2010-09-03,5.0,323798.0,0.0,84.06,2.577,212.0869176,6.496,
2010-09-10,5.0,306533.08,1.0,79.86,2.565,212.0499271,6.496,
2010-09-17,5.0,282558.65,0.0,82.28,2.582,212.0769346,6.496,
2010-09-24,5.0,293131.58,0.0,78.53,2.624,212.1519404,6.496,
2010-10-01,5.0,283178.12,0.0,71.1,2.603,212.2269463,6.768,
2010-10-08,5.0,290494.85,0.0,64.99,2.633,212.3019522,6.768,
2010-10-15,5.0,280681.2,0.0,68.11,2.72,212.3691867,6.768,
2010-10-22,5.0,284988.27,0.0,70.96,2.725,212.4169928,6.768,
2010-10-29,5.0,278031.81,0.0,70.58,2.716,212.464799,6.768,
2010-11-05,5.0,325310.3,0.0,58.88,2.689,212.5126051,6.768,
2010-11-12,5.0,301827.36,0.0,62.37,2.728,212.5604113,6.768,
2010-11-19,5.0,297384.81,0.0,52.52,2.771,212.445487,6.768,
2010-11-26,5.0,488362.61,1.0,66.15,2.735,212.303441,6.768,
2010-12-03,5.0,344490.88,0.0,51.31,2.708,212.1613951,6.768,
2010-12-10,5.0,352811.53,0.0,48.27,2.843,212.0193491,6.768,
2010-12-17,5.0,367801.19,0.0,51.61,2.869,211.9580815,6.768,
2010-12-24,5.0,466010.25,0.0,55.01,2.886,211.9573978,6.768,
2010-12-31,5.0,298180.18,1.0,49.79,2.943,211.9567142,6.768,
2011-01-07,5.0,286347.26,0.0,48.3,2.976,211.9560305,6.634,
