,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,11.0,1528008.64,0.0,46.04,2.572,214.4248812,7.368,
2010-02-12,11.0,1574684.08,1.0,48.01,2.548,214.5747916,7.368,
2010-02-19,11.0,1503298.7,0.0,48.3,2.514,214.6198868,7.368,
2010-02-26,11.0,1336404.65,0.0,52.79,2.561,214.6475127,7.368,
2010-03-05,11.0,1426622.65,0.0,53.96,2.625,214.6751386,7.368,
2010-03-12,11.0,1331883.16,0.0,64.1,2.667,214.7027646,7.368,
2010-03-19,11.0,1364207.0,0.0,61.51,2.72,214.5301219,7.368,
2010-03-26,11.0,1245624.27,0.0,58.09,2.732,214.3241011,7.368,
2010-04-02,11.0,1446210.26,0.0,66.16,2.719,214.1180803,7.343,
2010-04-09,11.0,1470308.32,0.0,69.57,2.77,213.9120595,7.343,
2010-04-16,11.0,1323243.35,0.0,67.81,2.808,213.7726889,7.343,
2010-04-23,11.0,1283766.55,0.0,68.37,2.795,213.7221852,7.343,
2010-04-30,11.0,1239766.89,0.0,71.13,2.78,213.6716815,7.343,
2010-05-07,11.0,1312329.78,0.0,75.57,2.835,213.6211778,7.343,
2010-05-14,11.0,1266796.13,0.0,77.64,2.854,213.6196139,7.343,
2010-05-21,11.0,1271646.62,0.0,76.97,2.826,213.9116886,7.343,
2010-05-28,11.0,1264272.52,0.0,79.69,2.759,214.2037634,7.343,
2010-06-04,11.0,1396322.19,0.0,79.66,2.705,214.4958382,7.343,
2010-06-11,11.0,1339570.85,0.0,82.81,2.668,214.787913,7.343,
2010-06-18,11.0,1336522.92,0.0,84.13,2.637,214.7858259,7.343,
2010-06-25,11.0,1262025.08,0.0,84.5,2.653,214.6660741,7.343,
2010-07-02,11.0,1302600.14,0.0,83.09,2.669,214.5463222,7.346,
2010-07-09,11.0,1280156.47,0.0,83.01,2.642,214.4265704,7.346,
2010-07-16,11.0,1290609.54,0.0,84.9,2.623,214.4176476,7.346,
2010-07-23,11.0,1244390.03,0.0,84.57,2.608,214.5564968,7.346,
2010-07-30,11.0,1250178.89,0.0,83.26,2.64,214.695346,7.346,
2010-08-06,11.0,1369634.92,0.0,86.54,2.627,214.8341952,7.346,
2010-08-13,11.0,1384339.1,0.0,87.73,2.692,214.9730444,7.346,
2010-08-20,11.0,1430192.37,0.0,88.93,2.664,214.9314191,7.346,
2010-08-27,11.0,1311263.07,0.0,87.7,2.619,214.8897938,7.346,
2010-09-03,11.0,1303914.27,0.0,84.94,2.577,214.8481685,7.346,
2010-09-10,11.0,1231428.46,1.0,81.93,2.565,214.8065431,7.346,
2010-09-17,11.0,1215676.31,0.0,83.04,2.582,214.8322484,7.346,
2010-09-24,11.0,1170103.25,0.0,77.36,2.624,214.9084516,7.346,
2010-10-01,11.0,1182490.46,0.0,75.11,2.603,214.9846548,7.564,
2010-10-08,11.0,1293472.8,0.0,68.71,2.633,215.060858,7.564,
2010-10-15,11.0,1175003.67,0.0,71.46,2.72,215.1293114,7.564,
2010-10-22,11.0,1169831.38,0.0,72.6,2.725,215.17839,7.564,
2010-10-29,11.0,1195036.0,0.0,74.21,2.716,215.2274686,7.564,
2010-11-05,11.0,1332759.13,0.0,64.41,2.689,215.2765472,7.564,
2010-11-12,11.0,1281675.6,0.0,63.74,2.728,215.3256258,7.564,
2010-11-19,11.0,1292346.57,0.0,58.63,2.771,215.2074519,7.564,
2010-11-26,11.0,1757242.51,1.0,69.9,2.735,215.0614025,7.564,
2010-12-03,11.0,1380522.64,0.0,55.9,2.708,214.9153531,7.564,
2010-12-10,11.0,1564516.43,0.0,53.33,2.843,214.7693037,7.564,
2010-12-17,11.0,1843971.15,0.0,54.63,2.869,214.704919,7.564,
2010-12-24,11.0,2306265.36,0.0,59.33,2.886,214.7017828,7.564,
2010-12-31,11.0,1172003.1,1.0,55.03,2.943,214.6986466,7.564,
2011-01-07,11.0,1178905.44,0.0,54.43,2.976,214.6955104,7.551,
2011-01-14,11.0,1194449.78,0.0,45.34,2.983,214.7470729,7.551,
2011-01-21,11.0,1187776.19,0.0,51.51,3.016,215.1268275,7.551,
2011-01-28,11.0,1100418.69,0.0,51.04,3.01,215.5065821,7.551,
2011-02-04,11.0,1422546.05,0.0,47.17,2.989,215.8863367,7.551,
2011-02-11,11.0,1419236.9,1.0,44.61,3.022,216.2660913,7.551,
2011-02-18,11.0,1554747.15,0.0,61.5,3.045,216.5843571,7.551,
2011-02-25,11.0,1323999.36,0.0,68.74,3.065,216.8780275,7.551,
2011-03-04,11.0,1399456.99,0.0,66.5,3.288,217.1716979,7.551,
2011-03-11,11.0,1314557.31,0.0,63.29,3.459,217.4653683,7.551,
2011-03-18,11.0,1391813.69,0.0,70.17,3.488,217.7235226,7.551,
2011-03-25,11.0,1229777.24,0.0,73.74,3.473,217.9674705,7.551,
2011-04-01,11.0,1258674.12,0.0,69.1,3.524,218.2114184,7.574,
2011-04-08,11.0,1327401.06,0.0,73.57,3.622,218.4553663,7.574,
2011-04-15,11.0,1312905.8,0.0,76.64,3.743,218.6788642,7.574,
2011-04-22,11.0,1388118.53,0.0,78.31,3.807,218.851237,7.574,
2011-04-29,11.0,1357589.89,0.0,79.97,3.81,219.0236099,7.574,
2011-05-06,11.0,1331453.41,0.0,71.39,3.906,219.1959827,7.574,
2011-05-13,11.0,1277959.42,0.0,80.93,3.899,219.3683556,7.574,
2011-05-20,11.0,1239466.97,0.0,76.97,3.907,219.127216,7.574,
2011-05-27,11.0,1216876.52,0.0,85.61,3.786,218.8860765,7.574,
2011-06-03,11.0,1343637.0,0.0,86.14,3.699,218.6449369,7.574,
2011-06-10,11.0,1314626.75,0.0,85.79,3.648,218.4037974,7.574,
2011-06-17,11.0,1337506.74,0.0,87.9,3.637,218.3551748,7.574,
2011-06-24,11.0,1254587.84,0.0,86.13,3.594,218.45094,7.574,
2011-07-01,11.0,1297472.06,0.0,86.43,3.524,218.5467052,7.567,
