,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,17.0,789036.02,0.0,23.11,2.666,126.4420645,6.548,
2010-02-12,17.0,841951.91,1.0,18.36,2.671,126.4962581,6.548,
2010-02-19,17.0,800714.0,0.0,25.06,2.654,126.5262857,6.548,
2010-02-26,17.0,749549.55,0.0,15.64,2.667,126.5522857,6.548,
2010-03-05,17.0,783300.05,0.0,31.58,2.681,126.5782857,6.548,
2010-03-12,17.0,763961.82,0.0,29.71,2.733,126.6042857,6.548,
2010-03-19,17.0,752034.52,0.0,33.96,2.782,126.6066452,6.548,
2010-03-26,17.0,793097.64,0.0,35.59,2.819,126.6050645,6.548,
2010-04-02,17.0,848521.17,0.0,36.94,2.842,126.6034839,6.635,
2010-04-09,17.0,770228.02,0.0,34.05,2.877,126.6019032,6.635,
2010-04-16,17.0,757738.76,0.0,45.22,2.915,126.5621,6.635,
2010-04-23,17.0,977790.83,0.0,52.25,2.936,126.4713333,6.635,
2010-04-30,17.0,807798.73,0.0,43.82,2.941,126.3805667,6.635,
2010-05-07,17.0,843848.65,0.0,40.26,2.948,126.2898,6.635,
2010-05-14,17.0,813756.09,0.0,47.28,2.962,126.2085484,6.635,
2010-05-21,17.0,826626.5,0.0,53.94,2.95,126.1843871,6.635,
2010-05-28,17.0,872817.62,0.0,48.19,2.908,126.1602258,6.635,
2010-06-04,17.0,876902.87,0.0,53.79,2.871,126.1360645,6.635,
2010-06-11,17.0,845252.21,0.0,57.14,2.841,126.1119032,6.635,
2010-06-18,17.0,877996.27,0.0,54.94,2.819,126.114,6.635,
2010-06-25,17.0,893995.44,0.0,62.64,2.82,126.1266,6.635,
2010-07-02,17.0,958875.37,0.0,68.98,2.814,126.1392,6.697,
2010-07-09,17.0,836915.92,0.0,62.41,2.802,126.1518,6.697,
2010-07-16,17.0,876591.41,0.0,65.66,2.791,126.1498065,6.697,
2010-07-23,17.0,893504.87,0.0,69.66,2.797,126.1283548,6.697,
2010-07-30,17.0,833517.19,0.0,69.96,2.797,126.1069032,6.697,
2010-08-06,17.0,795301.17,0.0,70.53,2.802,126.0854516,6.697,
2010-08-13,17.0,759995.18,0.0,65.17,2.837,126.064,6.697,
2010-08-20,17.0,783929.7,0.0,67.04,2.85,126.0766452,6.697,
2010-08-27,17.0,802583.89,0.0,65.03,2.854,126.0892903,6.697,
2010-09-03,17.0,834373.73,0.0,57.86,2.868,126.1019355,6.697,
2010-09-10,17.0,1200888.28,1.0,56.28,2.87,126.1145806,6.697,
2010-09-17,17.0,871264.25,0.0,58.53,2.875,126.1454667,6.697,
2010-09-24,17.0,852876.29,0.0,58.39,2.872,126.1900333,6.697,
2010-10-01,17.0,829207.27,0.0,60.07,2.853,126.2346,6.885,
2010-10-08,17.0,827738.06,0.0,58.06,2.841,126.2791667,6.885,
2010-10-15,17.0,838297.32,0.0,47.35,2.845,126.3266774,6.885,
2010-10-22,17.0,815093.76,0.0,47.95,2.849,126.3815484,6.885,
2010-10-29,17.0,861941.25,0.0,39.87,2.841,126.4364194,6.885,
2010-11-05,17.0,818434.49,0.0,42.54,2.831,126.4912903,6.885,
2010-11-12,17.0,855459.96,0.0,36.32,2.831,126.5461613,6.885,
2010-11-19,17.0,782252.57,0.0,36.31,2.842,126.6072,6.885,
2010-11-26,17.0,1005448.76,1.0,19.03,2.83,126.6692667,6.885,
2010-12-03,17.0,926573.81,0.0,22.47,2.812,126.7313333,6.885,
2010-12-10,17.0,962475.55,0.0,31.64,2.817,126.7934,6.885,
2010-12-17,17.0,1049372.38,0.0,25.13,2.842,126.8794839,6.885,
2010-12-24,17.0,1309226.79,0.0,26.58,2.846,126.9835806,6.885,
2010-12-31,17.0,635862.55,1.0,20.79,2.868,127.0876774,6.885,
2011-01-07,17.0,1083071.14,0.0,6.23,2.891,127.1917742,6.866,
2011-01-14,17.0,758510.36,0.0,16.57,2.903,127.3009355,6.866,
2011-01-21,17.0,755804.37,0.0,26.62,2.934,127.4404839,6.866,
2011-01-28,17.0,736335.69,0.0,22.16,2.96,127.5800323,6.866,
2011-02-04,17.0,816603.05,0.0,11.29,2.974,127.7195806,6.866,
2011-02-11,17.0,813211.46,1.0,14.19,3.034,127.859129,6.866,
2011-02-18,17.0,860962.91,0.0,26.86,3.062,127.99525,6.866,
2011-02-25,17.0,767256.53,0.0,24.36,3.12,128.13,6.866,
2011-03-04,17.0,816138.33,0.0,24.21,3.23,128.26475,6.866,
2011-03-11,17.0,779602.36,0.0,32.42,3.346,128.3995,6.866,
2011-03-18,17.0,778436.81,0.0,34.48,3.407,128.5121935,6.866,
2011-03-25,17.0,781267.76,0.0,36.71,3.435,128.6160645,6.866,
2011-04-01,17.0,795859.23,0.0,39.38,3.487,128.7199355,6.774,
2011-04-08,17.0,811855.72,0.0,39.16,3.547,128.8238065,6.774,
2011-04-15,17.0,825283.43,0.0,39.98,3.616,128.9107333,6.774,
2011-04-22,17.0,1060770.11,0.0,42.24,3.655,128.9553,6.774,
2011-04-29,17.0,806979.15,0.0,40.14,3.683,128.9998667,6.774,
2011-05-06,17.0,882132.28,0.0,45.66,3.744,129.0444333,6.774,
2011-05-13,17.0,870625.49,0.0,49.26,3.77,129.089,6.774,
2011-05-20,17.0,844443.35,0.0,51.93,3.802,129.0756774,6.774,
2011-05-27,17.0,892056.64,0.0,51.04,3.778,129.0623548,6.774,
2011-06-03,17.0,895020.48,0.0,49.61,3.752,129.0490323,6.774,
2011-06-10,17.0,881190.46,0.0,54.57,3.732,129.0357097,6.774,
2011-06-17,17.0,894686.67,0.0,56.61,3.704,129.0432,6.774,
2011-06-24,17.0,920719.98,0.0,60.99,3.668,129.0663,6.774,
2011-07-01,17.0,940554.34,0.0,67.39,3.613,129.0894,6.745,
2011-07-08,17.0,915064.22,0.0,70.6,3.563,129.1125,6.745,
2011-07-15,17.0,902727.76,0.0,67.93,3.553,129.1338387,6.745,
2011-07-22,17.0,899044.34,0.0,69.82,3.563,129.1507742,6.745,
2011-07-29,17.0,861894.77,0.0,68.59,3.574,129.1677097,6.745,
2011-08-05,17.0,866184.92,0.0,65.71,3.595,129.1846452,6.745,
2011-08-12,17.0,800819.79,0.0,64.79,3.606,129.2015806,6.745,
2011-08-19,17.0,797523.04,0.0,67.59,3.578,129.2405806,6.745,
2011-08-26,17.0,837390.79,0.0,72.04,3.57,129.2832581,6.745,
2011-09-02,17.0,847380.07,0.0,69.31,3.58,129.3259355,6.745,
2011-09-09,17.0,1161900.18,1.0,61.94,3.619,129.3686129,6.745,
2011-09-16,17.0,1051116.95,0.0,61.48,3.641,129.4306,6.745,
2011-09-23,17.0,895535.31,0.0,56.96,3.648,129.5183333,6.745,
