,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,43.0,647029.28,0.0,47.31,2.572,203.0642742,9.521,
2010-02-12,43.0,682918.99,1.0,47.99,2.548,203.2010968,9.521,
2010-02-19,43.0,658997.55,0.0,48.77,2.514,203.2479796,9.521,
2010-02-26,43.0,618702.79,0.0,48.77,2.561,203.2798724,9.521,
2010-03-05,43.0,658600.05,0.0,52.89,2.625,203.3117653,9.521,
2010-03-12,43.0,645386.94,0.0,53.67,2.667,203.3436582,9.521,
2010-03-19,43.0,668098.49,0.0,56.0,2.72,203.195159,9.521,
2010-03-26,43.0,623097.93,0.0,54.53,2.732,203.0165945,9.521,
2010-04-02,43.0,650102.8,0.0,62.19,2.719,202.83803,9.593,
2010-04-09,43.0,693058.34,0.0,64.37,2.77,202.6594654,9.593,
2010-04-16,43.0,675282.2,0.0,69.46,2.808,202.5351571,9.593,
2010-04-23,43.0,638957.35,0.0,62.71,2.795,202.4831905,9.593,
2010-04-30,43.0,630740.11,0.0,66.91,2.78,202.4312238,9.593,
2010-05-07,43.0,691498.6,0.0,67.16,2.835,202.3792571,9.593,
2010-05-14,43.0,690851.59,0.0,72.14,2.854,202.3705092,9.593,
2010-05-21,43.0,672062.08,0.0,74.74,2.826,202.6210737,9.593,
2010-05-28,43.0,630315.76,0.0,78.59,2.759,202.8716382,9.593,
2010-06-04,43.0,682012.53,0.0,82.76,2.705,203.1222028,9.593,
2010-06-11,43.0,684023.95,0.0,88.12,2.668,203.3727673,9.593,
2010-06-18,43.0,700009.77,0.0,84.9,2.637,203.370619,9.593,
2010-06-25,43.0,625196.14,0.0,88.48,2.653,203.2673857,9.593,
2010-07-02,43.0,667353.79,0.0,80.17,2.669,203.1641524,9.816,
2010-07-09,43.0,718748.33,0.0,81.52,2.642,203.060919,9.816,
2010-07-16,43.0,696844.36,0.0,84.17,2.623,203.0538548,9.816,
2010-07-23,43.0,649035.55,0.0,86.6,2.608,203.1750161,9.816,
2010-07-30,43.0,622112.23,0.0,79.79,2.64,203.2961774,9.816,
2010-08-06,43.0,698536.06,0.0,84.66,2.627,203.4173387,9.816,
2010-08-13,43.0,713479.91,0.0,86.31,2.692,203.5385,9.816,
2010-08-20,43.0,712869.09,0.0,85.26,2.664,203.5092419,9.816,
2010-08-27,43.0,655284.69,0.0,80.32,2.619,203.4799839,9.816,
2010-09-03,43.0,689326.91,0.0,80.43,2.577,203.4507258,9.816,
2010-09-10,43.0,722120.04,1.0,81.32,2.565,203.4214677,9.816,
2010-09-17,43.0,725043.04,0.0,78.86,2.582,203.4499286,9.816,
2010-09-24,43.0,650263.95,0.0,77.42,2.624,203.5216786,9.816,
2010-10-01,43.0,657108.77,0.0,77.93,2.603,203.5934286,10.21,
2010-10-08,43.0,713332.54,0.0,72.81,2.633,203.6651786,10.21,
2010-10-15,43.0,699852.68,0.0,68.78,2.72,203.7299032,10.21,
2010-10-22,43.0,680943.03,0.0,69.46,2.725,203.7770645,10.21,
2010-10-29,43.0,610076.32,0.0,65.88,2.716,203.8242258,10.21,
2010-11-05,43.0,605960.2,0.0,62.52,2.689,203.8713871,10.21,
2010-11-12,43.0,595421.23,0.0,59.98,2.728,203.9185484,10.21,
2010-11-19,43.0,589467.35,0.0,54.96,2.771,203.8191286,10.21,
2010-11-26,43.0,633520.34,1.0,54.76,2.735,203.6952786,10.21,
2010-12-03,43.0,557543.62,0.0,44.56,2.708,203.5714286,10.21,
2010-12-10,43.0,598679.02,0.0,52.52,2.843,203.4475786,10.21,
2010-12-17,43.0,615761.77,0.0,56.51,2.869,203.3996521,10.21,
2010-12-24,43.0,656637.63,0.0,57.15,2.886,203.4086682,10.21,
2010-12-31,43.0,534740.3,1.0,48.61,2.943,203.4176843,10.21,
2011-01-07,43.0,611796.61,0.0,40.47,2.976,203.4267005,10.398,
2011-01-14,43.0,614940.07,0.0,43.45,2.983,203.4840645,10.398,
2011-01-21,43.0,601004.79,0.0,53.05,3.016,203.8315161,10.398,
2011-01-28,43.0,562558.27,0.0,44.98,3.01,204.1789677,10.398,
2011-02-04,43.0,651521.77,0.0,33.21,2.989,204.5264194,10.398,
2011-02-11,43.0,635650.98,1.0,40.65,3.022,204.873871,10.398,
2011-02-18,43.0,626627.77,0.0,59.15,3.045,205.1683214,10.398,
2011-02-25,43.0,592340.01,0.0,58.37,3.065,205.4415714,10.398,
2011-03-04,43.0,616345.25,0.0,60.26,3.288,205.7148214,10.398,
2011-03-11,43.0,629026.75,0.0,60.24,3.459,205.9880714,10.398,
2011-03-18,43.0,635171.05,0.0,68.98,3.488,206.225924,10.398,
2011-03-25,43.0,585989.1,0.0,65.53,3.473,206.4496175,10.398,
2011-04-01,43.0,611585.54,0.0,67.79,3.524,206.6733111,10.581,
2011-04-08,43.0,650418.75,0.0,70.35,3.622,206.8970046,10.581,
2011-04-15,43.0,635758.03,0.0,65.01,3.743,207.1015429,10.581,
2011-04-22,43.0,638280.67,0.0,74.49,3.807,207.2581929,10.581,
2011-04-29,43.0,611464.21,0.0,71.34,3.81,207.4148429,10.581,
2011-05-06,43.0,649148.74,0.0,66.77,3.906,207.5714929,10.581,
2011-05-13,43.0,684655.91,0.0,76.03,3.899,207.7281429,10.581,
2011-05-20,43.0,648330.18,0.0,74.21,3.907,207.5200622,10.581,
2011-05-27,43.0,578209.63,0.0,80.89,3.786,207.3119816,10.581,
2011-06-03,43.0,630972.15,0.0,83.49,3.699,207.1039009,10.581,
2011-06-10,43.0,643041.71,0.0,85.81,3.648,206.8958203,10.581,
2011-06-17,43.0,665781.74,0.0,88.49,3.637,206.8560238,10.581,
2011-06-24,43.0,604925.08,0.0,88.3,3.594,206.9424405,10.581,
2011-07-01,43.0,586781.78,0.0,91.36,3.524,207.0288571,10.641,
2011-07-08,43.0,651147.83,0.0,87.02,3.48,207.1152738,10.641,
2011-07-15,43.0,631827.38,0.0,84.67,3.575,207.1940691,10.641,
2011-07-22,43.0,597354.39,0.0,88.58,3.651,207.2538111,10.641,
2011-07-29,43.0,533917.52,0.0,83.43,3.682,207.313553,10.641,
2011-08-05,43.0,605956.59,0.0,87.47,3.684,207.3732949,10.641,
2011-08-12,43.0,595626.56,0.0,86.64,3.638,207.4330369,10.641,
2011-08-19,43.0,663396.32,0.0,82.08,3.554,207.4953088,10.641,
2011-08-26,43.0,561573.08,0.0,87.43,3.523,207.5580023,10.641,
2011-09-02,43.0,594224.9,0.0,87.84,3.533,207.6206959,10.641,
2011-09-09,43.0,649128.23,1.0,79.29,3.546,207.6833894,10.641,
