,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,9.0,549505.55,0.0,38.01,2.572,214.6554591,6.415,
2010-02-12,9.0,552677.48,1.0,37.08,2.548,214.8056534,6.415,
2010-02-19,9.0,511327.9,0.0,43.06,2.514,214.8506185,6.415,
2010-02-26,9.0,473773.27,0.0,43.83,2.561,214.8780453,6.415,
2010-03-05,9.0,507297.88,0.0,48.43,2.625,214.9054721,6.415,
2010-03-12,9.0,494145.8,0.0,55.76,2.667,214.932899,6.415,
2010-03-19,9.0,485744.61,0.0,53.15,2.72,214.7597274,6.415,
2010-03-26,9.0,484946.56,0.0,51.8,2.732,214.5531227,6.415,
2010-04-02,9.0,545206.32,0.0,65.21,2.719,214.3465181,6.384,
2010-04-09,9.0,529384.31,0.0,64.95,2.77,214.1399135,6.384,
2010-04-16,9.0,485764.32,0.0,66.09,2.808,214.0001817,6.384,
2010-04-23,9.0,488683.57,0.0,61.26,2.795,213.9496138,6.384,
2010-04-30,9.0,491723.42,0.0,66.07,2.78,213.8990459,6.384,
2010-05-07,9.0,526128.61,0.0,68.58,2.835,213.848478,6.384,
2010-05-14,9.0,492792.8,0.0,70.53,2.854,213.8469819,6.384,
2010-05-21,9.0,506274.94,0.0,71.5,2.826,214.1399162,6.384,
2010-05-28,9.0,558143.53,0.0,77.12,2.759,214.4328505,6.384,
2010-06-04,9.0,586061.46,0.0,79.65,2.705,214.7257848,6.384,
2010-06-11,9.0,522715.68,0.0,83.75,2.668,215.0187191,6.384,
2010-06-18,9.0,513073.87,0.0,82.99,2.637,215.0166484,6.384,
2010-06-25,9.0,509263.28,0.0,85.02,2.653,214.8965756,6.384,
2010-07-02,9.0,528832.54,0.0,78.55,2.669,214.7765028,6.442,
2010-07-09,9.0,485389.15,0.0,78.51,2.642,214.6564301,6.442,
2010-07-16,9.0,474030.51,0.0,82.93,2.623,214.6474453,6.442,
2010-07-23,9.0,462676.5,0.0,84.49,2.608,214.7865779,6.442,
2010-07-30,9.0,468675.19,0.0,79.83,2.64,214.9257105,6.442,
2010-08-06,9.0,522815.45,0.0,87.09,2.627,215.064843,6.442,
2010-08-13,9.0,481897.98,0.0,86.85,2.692,215.2039756,6.442,
2010-08-20,9.0,499325.38,0.0,86.3,2.664,215.1619646,6.442,
2010-08-27,9.0,506789.66,0.0,84.01,2.619,215.1199536,6.442,
2010-09-03,9.0,511049.06,0.0,82.47,2.577,215.0779426,6.442,
2010-09-10,9.0,484835.2,1.0,77.7,2.565,215.0359315,6.442,
2010-09-17,9.0,463448.59,0.0,81.19,2.582,215.0615285,6.442,
2010-09-24,9.0,452905.22,0.0,77.15,2.624,215.1378313,6.442,
2010-10-01,9.0,495692.19,0.0,69.08,2.603,215.2141341,6.56,
2010-10-08,9.0,505069.21,0.0,65.35,2.633,215.290437,6.56,
2010-10-15,9.0,454769.68,0.0,67.36,2.72,215.3589917,6.56,
2010-10-22,9.0,466322.76,0.0,69.99,2.725,215.4081762,6.56,
2010-10-29,9.0,508801.61,0.0,64.43,2.716,215.4573607,6.56,
2010-11-05,9.0,517869.97,0.0,58.69,2.689,215.5065452,6.56,
2010-11-12,9.0,520846.68,0.0,61.59,2.728,215.5557297,6.56,
2010-11-19,9.0,519823.3,0.0,49.96,2.771,215.4372854,6.56,
2010-11-26,9.0,768070.53,1.0,60.18,2.735,215.2909028,6.56,
2010-12-03,9.0,578164.82,0.0,49.89,2.708,215.1445203,6.56,
2010-12-10,9.0,618121.82,0.0,46.1,2.843,214.9981378,6.56,
2010-12-17,9.0,685243.2,0.0,49.7,2.869,214.9334937,6.56,
2010-12-24,9.0,873347.55,0.0,50.93,2.886,214.9301534,6.56,
2010-12-31,9.0,459770.85,1.0,45.92,2.943,214.9268131,6.56,
2011-01-07,9.0,490981.78,0.0,41.82,2.976,214.9234729,6.416,
2011-01-14,9.0,458086.69,0.0,36.43,2.983,214.9749587,6.416,
2011-01-21,9.0,454021.69,0.0,44.72,3.016,215.3554013,6.416,
