,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,6.0,1652635.1,0.0,40.43,2.572,212.6223518,7.259,
2010-02-12,6.0,1606283.86,1.0,40.57,2.548,212.7700425,7.259,
2010-02-19,6.0,1567138.07,0.0,43.58,2.514,212.8161546,7.259,
2010-02-26,6.0,1432953.21,0.0,47.1,2.561,212.845337,7.259,
2010-03-05,6.0,1601348.82,0.0,49.63,2.625,212.8745193,7.259,
2010-03-12,6.0,1558621.36,0.0,58.82,2.667,212.9037017,7.259,
2010-03-19,6.0,1693058.91,0.0,56.55,2.72,212.7351935,7.259,
2010-03-26,6.0,1472033.38,0.0,53.74,2.732,212.533737,7.259,
2010-04-02,6.0,1770333.9,0.0,64.94,2.719,212.3322805,7.092,
2010-04-09,6.0,1667181.82,0.0,66.15,2.77,212.1308239,7.092,
2010-04-16,6.0,1519846.36,0.0,65.68,2.808,211.9942765,7.092,
2010-04-23,6.0,1540435.99,0.0,64.11,2.795,211.9442745,7.092,
2010-04-30,6.0,1498080.16,0.0,68.91,2.78,211.8942725,7.092,
2010-05-07,6.0,1619920.04,0.0,73.68,2.835,211.8442706,7.092,
2010-05-14,6.0,1524059.4,0.0,74.95,2.854,211.8421769,7.092,
2010-05-21,6.0,1531938.44,0.0,74.8,2.826,212.1275324,7.092,
2010-05-28,6.0,1644470.66,0.0,78.89,2.759,212.412888,7.092,
2010-06-04,6.0,1857380.09,0.0,79.44,2.705,212.6982436,7.092,
2010-06-11,6.0,1685652.35,0.0,81.81,2.668,212.9835992,7.092,
2010-06-18,6.0,1677248.24,0.0,83.89,2.637,212.9813843,7.092,
2010-06-25,6.0,1640681.88,0.0,84.2,2.653,212.8641412,7.092,
2010-07-02,6.0,1759777.25,0.0,80.34,2.669,212.746898,6.973,
2010-07-09,6.0,1690317.99,0.0,80.93,2.642,212.6296549,6.973,
2010-07-16,6.0,1560120.8,0.0,83.75,2.623,212.6212163,6.973,
2010-07-23,6.0,1585240.92,0.0,83.9,2.608,212.7578505,6.973,
2010-07-30,6.0,1532308.78,0.0,81.37,2.64,212.8944846,6.973,
2010-08-06,6.0,1633241.59,0.0,86.61,2.627,213.0311188,6.973,
2010-08-13,6.0,1547654.98,0.0,86.83,2.692,213.1677529,6.973,
2010-08-20,6.0,1539930.5,0.0,87.36,2.664,213.1291427,6.973,
2010-08-27,6.0,1450766.12,0.0,85.71,2.619,213.0905324,6.973,
2010-09-03,6.0,1510925.32,0.0,82.15,2.577,213.0519222,6.973,
2010-09-10,6.0,1424225.44,1.0,78.78,2.565,213.013312,6.973,
2010-09-17,6.0,1308537.75,0.0,81.78,2.582,213.0398643,6.973,
2010-09-24,6.0,1275591.84,0.0,76.49,2.624,213.1152886,6.973,
2010-10-01,6.0,1328468.89,0.0,70.69,2.603,213.1907129,7.007,
2010-10-08,6.0,1360317.9,0.0,65.21,2.633,213.2661373,7.007,
2010-10-15,6.0,1344580.92,0.0,68.93,2.72,213.3337977,7.007,
2010-10-22,6.0,1332716.53,0.0,70.97,2.725,213.3820486,7.007,
2010-10-29,6.0,1385323.7,0.0,70.39,2.716,213.4302994,7.007,
2010-11-05,6.0,1505442.15,0.0,59.9,2.689,213.4785503,7.007,
2010-11-12,6.0,1495536.46,0.0,62.11,2.728,213.5268011,7.007,
2010-11-19,6.0,1518841.45,0.0,52.99,2.771,213.4107412,7.007,
2010-11-26,6.0,2267452.4,1.0,65.79,2.735,213.2672961,7.007,
2010-12-03,6.0,1677067.24,0.0,52.3,2.708,213.123851,7.007,
2010-12-10,6.0,1834737.58,0.0,48.46,2.843,212.9804059,7.007,
2010-12-17,6.0,2090268.95,0.0,52.24,2.869,212.918049,7.007,
2010-12-24,6.0,2727575.18,0.0,55.07,2.886,212.9165082,7.007,
2010-12-31,6.0,1464050.02,1.0,49.14,2.943,212.9149674,7.007,
2011-01-07,6.0,1350441.68,0.0,47.78,2.976,212.9134266,6.858,
2011-01-14,6.0,1306194.55,0.0,38.37,2.983,212.9655882,6.858,
2011-01-21,6.0,1261253.18,0.0,46.2,3.016,213.3399647,6.858,
2011-01-28,6.0,1287034.7,0.0,44.98,3.01,213.7143412,6.858,
2011-02-04,6.0,1514999.17,0.0,40.59,2.989,214.0887176,6.858,
2011-02-11,6.0,1486920.17,1.0,39.38,3.022,214.4630941,6.858,
2011-02-18,6.0,1572117.54,0.0,59.61,3.045,214.7775231,6.858,
2011-02-25,6.0,1422600.43,0.0,62.86,3.065,215.0679731,6.858,
2011-03-04,6.0,1502617.99,0.0,60.45,3.288,215.3584231,6.858,
2011-03-11,6.0,1494497.39,0.0,57.71,3.459,215.6488731,6.858,
2011-03-18,6.0,1685375.47,0.0,65.07,3.488,215.9035078,6.858,
2011-03-25,6.0,1438465.81,0.0,70.83,3.473,216.1438163,6.858,
2011-04-01,6.0,1459276.77,0.0,62.25,3.524,216.3841249,6.855,
2011-04-08,6.0,1534594.0,0.0,70.35,3.622,216.6244334,6.855,
2011-04-15,6.0,1448797.02,0.0,73.17,3.743,216.8446627,6.855,
2011-04-22,6.0,1639358.93,0.0,74.24,3.807,217.0146941,6.855,
2011-04-29,6.0,1479249.9,0.0,75.27,3.81,217.1847255,6.855,
2011-05-06,6.0,1504651.57,0.0,65.42,3.906,217.3547569,6.855,
2011-05-13,6.0,1453185.65,0.0,76.95,3.899,217.5247882,6.855,
2011-05-20,6.0,1382783.83,0.0,72.01,3.907,217.2896095,6.855,
2011-05-27,6.0,1523979.11,0.0,80.83,3.786,217.0544307,6.855,
2011-06-03,6.0,1705506.29,0.0,84.01,3.699,216.819252,6.855,
2011-06-10,6.0,1598643.65,0.0,84.49,3.648,216.5840732,6.855,
2011-06-17,6.0,1622150.33,0.0,87.08,3.637,216.5371616,6.855,
2011-06-24,6.0,1543365.9,0.0,85.51,3.594,216.6314502,6.855,
2011-07-01,6.0,1694551.15,0.0,87.0,3.524,216.7257388,6.925,
2011-07-08,6.0,1709373.62,0.0,88.36,3.48,216.8200275,6.925,
2011-07-15,6.0,1526801.24,0.0,88.93,3.575,216.9044732,6.925,
2011-07-22,6.0,1526506.08,0.0,88.06,3.651,216.964312,6.925,
2011-07-29,6.0,1483991.05,0.0,90.22,3.682,217.0241507,6.925,
2011-08-05,6.0,1601584.57,0.0,91.46,3.684,217.0839894,6.925,
2011-08-12,6.0,1484995.38,0.0,90.49,3.638,217.1438281,6.925,
2011-08-19,6.0,1493544.04,0.0,89.26,3.554,217.2069662,6.925,
2011-08-26,6.0,1420405.41,0.0,90.07,3.523,217.2706543,6.925,
2011-09-02,6.0,1481618.74,0.0,91.22,3.533,217.3343423,6.925,
2011-09-09,6.0,1483574.38,1.0,80.21,3.546,217.3980304,6.925,
2011-09-16,6.0,1351407.79,0.0,84.94,3.526,217.5797506,6.925,
2011-09-23,6.0,1336044.75,0.0,78.49,3.467,217.9188471,6.925,
2011-09-30,6.0,1307551.92,0.0,82.51,3.355,218.2579435,6.925,
2011-10-07,6.0,1481739.2,0.0,74.1,3.285,218.59704,6.551,
2011-10-14,6.0,1386520.99,0.0,71.24,3.274,218.9109844,6.551,
2011-10-21,6.0,1417922.37,0.0,68.53,3.353,219.0740167,6.551,
2011-10-28,6.0,1419445.12,0.0,69.51,3.372,219.237049,6.551,
2011-11-04,6.0,1523420.38,0.0,58.54,3.332,219.4000812,6.551,
2011-11-11,6.0,1536176.54,0.0,61.33,3.297,219.5631135,6.551,
2011-11-18,6.0,1524390.07,0.0,63.89,3.308,219.7897137,6.551,
2011-11-25,6.0,2249811.55,1.0,62.78,3.236,220.0417412,6.551,
2011-12-02,6.0,1688531.34,0.0,51.18,3.172,220.2937686,6.551,
2011-12-09,6.0,1903385.14,0.0,43.64,3.158,220.5457961,6.551,
2011-12-16,6.0,2034695.56,0.0,53.27,3.159,220.7671856,6.551,
2011-12-23,6.0,2644633.02,0.0,49.45,3.112,220.9477245,6.551,
2011-12-30,6.0,1598080.52,1.0,46.8,3.129,221.1282634,6.551,
2012-01-06,6.0,1395339.71,0.0,50.82,3.157,221.3088023,6.132,
2012-01-13,6.0,1344243.17,0.0,48.33,3.261,221.4893412,6.132,
2012-01-20,6.0,1326255.7,0.0,55.37,3.268,221.5831306,6.132,
2012-01-27,6.0,1315610.66,0.0,53.95,3.29,221.6769199,6.132,
2012-02-03,6.0,1496305.78,0.0,57.45,3.36,221.7707093,6.132,
2012-02-10,6.0,1620603.92,1.0,48.58,3.409,221.8644987,6.132,
2012-02-17,6.0,1632616.09,0.0,49.03,3.51,222.026359,6.132,
2012-02-24,6.0,1465187.71,0.0,59.17,3.555,222.2392726,6.132,
2012-03-02,6.0,1550385.65,0.0,60.32,3.63,222.4521862,6.132,
2012-03-09,6.0,1569304.4,0.0,57.89,3.669,222.6650998,6.132,
2012-03-16,6.0,1748010.29,0.0,62.8,3.734,222.8186603,6.132,
2012-03-23,6.0,1495143.62,0.0,63.71,3.787,222.8930835,6.132,
2012-03-30,6.0,1508933.26,0.0,67.91,3.845,222.9675066,6.132,
2012-04-06,6.0,1840131.19,0.0,71.6,3.891,223.0419298,5.964,
2012-04-13,6.0,1616394.45,0.0,71.29,3.891,223.1163529,5.964,
2012-04-20,6.0,1456073.24,0.0,68.64,3.877,223.17092,5.964,
2012-04-27,6.0,1456221.1,0.0,71.5,3.814,223.2254871,5.964,
2012-05-04,6.0,1543461.12,0.0,77.66,3.749,223.2800541,5.964,
2012-05-11,6.0,1517075.67,0.0,72.66,3.688,223.3346212,5.964,
2012-05-18,6.0,1513635.64,0.0,70.5,3.63,223.3511928,5.964,
2012-05-25,6.0,1603793.42,0.0,78.47,3.561,223.3525662,5.964,
2012-06-01,6.0,1681121.38,0.0,80.39,3.501,223.3539397,5.964,
2012-06-08,6.0,1696619.52,0.0,80.5,3.452,223.3553131,5.964,
2012-06-15,6.0,1642247.48,0.0,82.1,3.393,223.3680933,5.964,
2012-06-22,6.0,1618272.25,0.0,81.2,3.346,223.4093906,5.964,
2012-06-29,6.0,1648863.46,0.0,87.35,3.286,223.4506878,5.964,
2012-07-06,6.0,1876359.39,0.0,82.95,3.227,223.4919851,5.668,
2012-07-13,6.0,1588142.26,0.0,80.27,3.256,223.5332824,5.668,
2012-07-20,6.0,1574361.97,0.0,81.57,3.311,223.5424501,5.668,
2012-07-27,6.0,1513229.16,0.0,85.78,3.407,223.5516178,5.668,
2012-08-03,6.0,1627274.93,0.0,87.55,3.417,223.5607856,5.668,
2012-08-10,6.0,1588380.73,0.0,87.04,3.494,223.5699533,5.668,
2012-08-17,6.0,1543049.52,0.0,87.53,3.571,223.6510224,5.668,
2012-08-24,6.0,1501095.49,0.0,79.03,3.62,223.7860175,5.668,
2012-08-31,6.0,1577439.81,0.0,83.58,3.638,223.9210125,5.668,
2012-09-07,6.0,1608077.01,1.0,86.33,3.73,224.0560076,5.668,
2012-09-14,6.0,1375166.86,0.0,76.41,3.717,224.2004678,5.668,
2012-09-21,6.0,1425603.65,0.0,70.81,3.721,224.4017192,5.668,
2012-09-28,6.0,1369131.46,0.0,77.82,3.666,224.6029706,5.668,
2012-10-05,6.0,1518177.71,0.0,70.84,3.617,224.804222,5.329,
2012-10-12,6.0,1459396.84,0.0,65.43,3.601,225.0054733,5.329,
2012-10-19,6.0,1436883.99,0.0,69.68,3.594,225.0501013,5.329,
2012-10-26,6.0,1431426.34,0.0,72.34,3.506,225.0686254,5.329,
2012-11-02,,,,,,,,1605667.9441908807
2012-11-09,,,,,,,,1591931.356265371
2012-11-16,,,,,,,,1581022.0493197544
2012-11-23,,,,,,,,2333113.832614651
2012-11-30,,,,,,,,1732550.5434513232
2012-12-07,,,,,,,,1972642.320562706
2012-12-14,,,,,,,,2100715.7458474003
2012-12-21,,,,,,,,2766282.373048596
2012-12-28,,,,,,,,1637760.2862094718
2013-01-04,,,,,,,,1452734.8488287085
2013-01-11,,,,,,,,1382581.817486413
2013-01-18,,,,,,,,1369098.3480254598
