,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Forecast
2010-02-05,18.0,1205307.5,0.0,21.33,2.788,131.5279032,9.202,
2010-02-12,18.0,1187880.7,1.0,26.41,2.771,131.5866129,9.202,
2010-02-19,18.0,1150663.42,0.0,30.91,2.747,131.637,9.202,
2010-02-26,18.0,1068157.45,0.0,35.42,2.753,131.686,9.202,
2010-03-05,18.0,1179738.5,0.0,37.17,2.766,131.735,9.202,
2010-03-12,18.0,1138800.32,0.0,42.39,2.805,131.784,9.202,
2010-03-19,18.0,1087507.47,0.0,45.42,2.834,131.8242903,9.202,
2010-03-26,18.0,1092704.09,0.0,47.55,2.831,131.863129,9.202,
2010-04-02,18.0,1254107.84,0.0,45.63,2.826,131.9019677,9.269,
2010-04-09,18.0,1174447.55,0.0,59.91,2.849,131.9408065,9.269,
2010-04-16,18.0,1135577.62,0.0,50.26,2.885,131.9809,9.269,
2010-04-23,18.0,1132433.55,0.0,50.3,2.895,132.0226667,9.269,
2010-04-30,18.0,1060446.16,0.0,51.12,2.935,132.0644333,9.269,
2010-05-07,18.0,1222255.47,0.0,65.64,2.981,132.1062,9.269,
2010-05-14,18.0,1092616.49,0.0,49.9,2.983,132.152129,9.269,
2010-05-21,18.0,1101621.36,0.0,60.27,2.961,132.2230323,9.269,
2010-05-28,18.0,1256282.79,0.0,69.12,2.906,132.2939355,9.269,
2010-06-04,18.0,1271311.76,0.0,70.28,2.857,132.3648387,9.269,
2010-06-11,18.0,1173521.82,0.0,64.08,2.83,132.4357419,9.269,
2010-06-18,18.0,1183225.92,0.0,65.96,2.805,132.4733333,9.269,
2010-06-25,18.0,1220983.17,0.0,74.04,2.81,132.4976,9.269,
2010-07-02,18.0,1257928.35,0.0,71.22,2.815,132.5218667,9.342,
2010-07-09,18.0,1171391.41,0.0,79.75,2.806,132.5461333,9.342,
2010-07-16,18.0,1115514.61,0.0,76.9,2.796,132.5667742,9.342,
2010-07-23,18.0,1032908.23,0.0,75.71,2.784,132.5825806,9.342,
2010-07-30,18.0,1078557.62,0.0,75.79,2.792,132.5983871,9.342,
2010-08-06,18.0,1166117.85,0.0,73.67,2.792,132.6141935,9.342,
2010-08-13,18.0,1084722.78,0.0,74.19,2.81,132.63,9.342,
2010-08-20,18.0,1141860.67,0.0,71.76,2.796,132.6616129,9.342,
2010-08-27,18.0,1214302.76,0.0,67.05,2.77,132.6932258,9.342,
2010-09-03,18.0,1187359.77,0.0,75.42,2.735,132.7248387,9.342,
2010-09-10,18.0,1011201.12,1.0,67.09,2.717,132.7564516,9.342,
2010-09-17,18.0,997998.21,0.0,60.94,2.716,132.7670667,9.342,
2010-09-24,18.0,950862.92,0.0,64.82,2.718,132.7619333,9.342,
2010-10-01,18.0,948977.5,0.0,67.76,2.717,132.7568,9.331,
2010-10-08,18.0,1107432.71,0.0,54.73,2.776,132.7516667,9.331,
2010-10-15,18.0,1029618.1,0.0,52.02,2.878,132.7633548,9.331,
2010-10-22,18.0,1052120.43,0.0,47.12,2.919,132.8170968,9.331,
2010-10-29,18.0,1038576.54,0.0,55.85,2.938,132.8708387,9.331,
2010-11-05,18.0,1089530.94,0.0,42.05,2.938,132.9245806,9.331,
2010-11-12,18.0,1081322.12,0.0,43.17,2.961,132.9783226,9.331,
2010-11-19,18.0,1045722.37,0.0,45.26,3.03,132.9172,9.331,
2010-11-26,18.0,1653759.36,1.0,40.81,3.07,132.8369333,9.331,
2010-12-03,18.0,1211026.13,0.0,37.09,3.065,132.7566667,9.331,
2010-12-10,18.0,1416168.98,0.0,25.64,3.132,132.6764,9.331,
2010-12-17,18.0,1588430.71,0.0,27.4,3.139,132.6804516,9.331,
2010-12-24,18.0,2027507.15,0.0,28.16,3.15,132.7477419,9.331,
2010-12-31,18.0,887907.01,1.0,26.1,3.177,132.8150323,9.331,
2011-01-07,18.0,933960.3,0.0,30.1,3.193,132.8823226,9.131,
2011-01-14,18.0,777175.28,0.0,22.69,3.215,132.9510645,9.131,
2011-01-21,18.0,891148.55,0.0,22.55,3.232,133.0285161,9.131,
2011-01-28,18.0,849540.85,0.0,14.84,3.243,133.1059677,9.131,
2011-02-04,18.0,1055841.24,0.0,20.79,3.24,133.1834194,9.131,
2011-02-11,18.0,1122053.58,1.0,24.3,3.255,133.260871,9.131,
2011-02-18,18.0,1095058.57,0.0,31.59,3.263,133.3701429,9.131,
2011-02-25,18.0,1005983.31,0.0,26.15,3.281,133.4921429,9.131,
2011-03-04,18.0,1063310.62,0.0,28.49,3.437,133.6141429,9.131,
2011-03-11,18.0,1002714.25,0.0,38.4,3.6,133.7361429,9.131,
2011-03-18,18.0,945889.59,0.0,41.12,3.634,133.8492258,9.131,
2011-03-25,18.0,944523.3,0.0,36.65,3.624,133.9587419,9.131,
2011-04-01,18.0,938083.17,0.0,35.06,3.638,134.0682581,8.975,
2011-04-08,18.0,1018541.3,0.0,43.32,3.72,134.1777742,8.975,
2011-04-15,18.0,988157.72,0.0,49.91,3.823,134.2784667,8.975,
2011-04-22,18.0,1105860.06,0.0,45.99,3.919,134.3571,8.975,
2011-04-29,18.0,974114.39,0.0,58.82,3.988,134.4357333,8.975,
2011-05-06,18.0,1065427.37,0.0,54.17,4.078,134.5143667,8.975,
2011-05-13,18.0,993172.98,0.0,58.48,4.095,134.593,8.975,
2011-05-20,18.0,994610.43,0.0,57.55,4.101,134.6803871,8.975,
2011-05-27,18.0,1065214.14,0.0,64.6,4.034,134.7677742,8.975,
2011-06-03,18.0,1178039.0,0.0,70.9,3.973,134.8551613,8.975,
2011-06-10,18.0,1044079.2,0.0,69.49,3.924,134.9425484,8.975,
2011-06-17,18.0,1045859.39,0.0,63.23,3.873,135.0837333,8.975,
2011-06-24,18.0,1056478.65,0.0,67.41,3.851,135.2652667,8.975,
2011-07-01,18.0,1087051.26,0.0,69.75,3.815,135.4468,8.89,
2011-07-08,18.0,1048802.62,0.0,73.12,3.784,135.6283333,8.89,
2011-07-15,18.0,974916.13,0.0,74.36,3.827,135.7837419,8.89,
2011-07-22,18.0,991262.46,0.0,78.68,3.882,135.8738387,8.89,
2011-07-29,18.0,954148.64,0.0,73.85,3.898,135.9639355,8.89,
2011-08-05,18.0,1002806.39,0.0,74.58,3.903,136.0540323,8.89,
2011-08-12,18.0,928470.83,0.0,73.57,3.88,136.144129,8.89,
2011-08-19,18.0,932679.79,0.0,69.24,3.82,136.183129,8.89,
2011-08-26,18.0,1147906.46,0.0,70.32,3.796,136.2136129,8.89,
2011-09-02,18.0,540922.94,0.0,68.23,3.784,136.2440968,8.89,
2011-09-09,18.0,951549.61,1.0,68.11,3.809,136.2745806,8.89,
2011-09-16,18.0,845715.37,0.0,66.23,3.809,136.3145,8.89,
2011-09-23,18.0,853073.17,0.0,60.44,3.758,136.367,8.89,
2011-09-30,18.0,847348.08,0.0,69.01,3.684,136.4195,8.89,
2011-10-07,18.0,1019741.1,0.0,54.65,3.633,136.472,8.471,
2011-10-14,18.0,953533.95,0.0,60.26,3.583,136.5150968,8.471,
2011-10-21,18.0,1048212.62,0.0,55.83,3.618,136.5017742,8.471,
2011-10-28,18.0,1106642.63,0.0,45.61,3.604,136.4884516,8.471,
2011-11-04,18.0,1100625.06,0.0,38.29,3.586,136.475129,8.471,
2011-11-11,18.0,1079931.63,0.0,45.69,3.57,136.4618065,8.471,
2011-11-18,18.0,1056992.18,0.0,47.88,3.571,136.4666667,8.471,
2011-11-25,18.0,1624170.99,1.0,41.97,3.536,136.4788,8.471,
2011-12-02,18.0,1188047.61,0.0,46.25,3.501,136.4909333,8.471,
2011-12-09,18.0,1368471.23,0.0,42.36,3.47,136.5030667,8.471,
2011-12-16,18.0,1516924.23,0.0,35.52,3.445,136.5335161,8.471,
2011-12-23,18.0,1882393.4,0.0,35.78,3.413,136.5883871,8.471,
2011-12-30,18.0,1010562.49,1.0,32.36,3.402,136.6432581,8.471,
2012-01-06,18.0,977286.07,0.0,31.27,3.439,136.698129,8.075,
2012-01-13,18.0,890130.25,0.0,35.25,3.523,136.753,8.075,
2012-01-20,18.0,937522.77,0.0,24.2,3.542,136.8564194,8.075,
2012-01-27,18.0,825584.22,0.0,30.44,3.568,136.9598387,8.075,
2012-02-03,18.0,1049772.04,0.0,37.62,3.633,137.0632581,8.075,
2012-02-10,18.0,1161615.51,1.0,32.83,3.655,137.1666774,8.075,
2012-02-17,18.0,1115985.81,0.0,32.87,3.703,137.2583103,8.075,
2012-02-24,18.0,1037861.11,0.0,36.34,3.751,137.3411034,8.075,
2012-03-02,18.0,1047178.91,0.0,33.59,3.827,137.4238966,8.075,
2012-03-09,18.0,1084894.47,0.0,38.1,3.876,137.5066897,8.075,
2012-03-16,18.0,1022018.43,0.0,45.84,3.867,137.5843871,8.075,
2012-03-23,18.0,1031139.3,0.0,58.06,3.889,137.6552903,8.075,
2012-03-30,18.0,1009121.2,0.0,45.35,3.921,137.7261935,8.075,
2012-04-06,18.0,1200815.3,0.0,43.8,3.957,137.7970968,8.304,
2012-04-13,18.0,998443.5,0.0,47.75,4.025,137.868,8.304,
2012-04-20,18.0,1025813.8,0.0,60.88,4.046,137.9230667,8.304,
2012-04-27,18.0,961186.23,0.0,50.43,4.023,137.9781333,8.304,
2012-05-04,18.0,1050027.89,0.0,49.66,3.991,138.0332,8.304,
2012-05-11,18.0,1060433.1,0.0,57.44,3.947,138.0882667,8.304,
2012-05-18,18.0,1047444.59,0.0,62.31,3.899,138.1065806,8.304,
2012-05-25,18.0,1088446.58,0.0,65.48,3.85,138.1101935,8.304,
2012-06-01,18.0,1118313.7,0.0,71.42,3.798,138.1138065,8.304,
2012-06-08,18.0,1110479.94,0.0,59.1,3.746,138.1174194,8.304,
2012-06-15,18.0,1057425.83,0.0,66.58,3.683,138.1295333,8.304,
2012-06-22,18.0,1080357.89,0.0,70.92,3.629,138.1629,8.304,
2012-06-29,18.0,1097006.3,0.0,70.17,3.577,138.1962667,8.304,
2012-07-06,18.0,1158247.31,0.0,76.08,3.538,138.2296333,8.535,
2012-07-13,18.0,1024784.92,0.0,75.09,3.561,138.263,8.535,
2012-07-20,18.0,1033543.56,0.0,77.43,3.61,138.2331935,8.535,
2012-07-27,18.0,924506.26,0.0,72.97,3.701,138.2033871,8.535,
2012-08-03,18.0,1052066.58,0.0,72.67,3.698,138.1735806,8.535,
2012-08-10,18.0,967304.07,0.0,75.7,3.772,138.1437742,8.535,
